"File","Timestamp","HPAReplicas","Target","DeployLine"
"49-hpa-timeline-13.txt","2026-03-03T13:24:29.1171054-05:00","6","cpu:","model-server   6/6     6            6           5h26m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-14.txt","2026-03-03T13:24:44.4720218-05:00","6","cpu:","model-server   6/6     6            6           5h27m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-15.txt","2026-03-03T13:24:59.8520870-05:00","6","cpu:","model-server   6/6     6            6           5h27m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-16.txt","2026-03-03T13:25:15.2032304-05:00","6","cpu:","model-server   6/6     6            6           5h27m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-17.txt","2026-03-03T13:25:30.5930154-05:00","6","cpu:","model-server   6/6     6            6           5h27m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-18.txt","2026-03-03T13:25:46.0090458-05:00","6","cpu:","model-server   6/6     6            6           5h28m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-19.txt","2026-03-03T13:26:01.3989339-05:00","6","cpu:","model-server   6/6     6            6           5h28m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-20.txt","2026-03-03T13:26:16.7757203-05:00","6","cpu:","model-server   6/6     6            6           5h28m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-21.txt","2026-03-03T13:26:44.2553020-05:00","6","cpu:","model-server   6/6     6            6           5h29m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-22.txt","2026-03-03T13:26:59.7311068-05:00","6","cpu:","model-server   6/6     6            6           5h29m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-23.txt","2026-03-03T13:27:15.1622281-05:00","6","cpu:","model-server   6/6     6            6           5h29m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-24.txt","2026-03-03T13:27:30.5068916-05:00","6","cpu:","model-server   6/6     6            6           5h29m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-25.txt","2026-03-03T13:27:45.8625680-05:00","6","cpu:","model-server   6/6     6            6           5h30m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-26.txt","2026-03-03T13:28:01.2438034-05:00","6","cpu:","model-server   6/6     6            6           5h30m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-27.txt","2026-03-03T13:28:16.6215940-05:00","6","cpu:","model-server   6/6     6            6           5h30m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-28.txt","2026-03-03T13:28:31.9799854-05:00","6","cpu:","model-server   6/6     6            6           5h30m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-29.txt","2026-03-03T13:28:47.4686746-05:00","6","cpu:","model-server   6/6     6            6           5h31m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-30.txt","2026-03-03T13:29:02.8502738-05:00","6","cpu:","model-server   2/2     2            2           5h31m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-31.txt","2026-03-03T13:29:18.2336219-05:00","6","cpu:","model-server   2/2     2            2           5h31m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-32.txt","2026-03-03T13:29:33.6040467-05:00","6","cpu:","model-server   2/2     2            2           5h31m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-33.txt","2026-03-03T13:29:48.9937449-05:00","6","cpu:","model-server   2/2     2            2           5h32m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-34.txt","2026-03-03T13:30:04.3827673-05:00","6","cpu:","model-server   2/2     2            2           5h32m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-35.txt","2026-03-03T13:30:19.8881826-05:00","6","cpu:","model-server   2/2     2            2           5h32m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-36.txt","2026-03-03T13:30:35.6578273-05:00","6","cpu:","model-server   2/2     2            2           5h33m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-37.txt","2026-03-03T13:30:51.2099929-05:00","6","cpu:","model-server   2/2     2            2           5h33m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-38.txt","2026-03-03T13:31:06.7128204-05:00","6","cpu:","model-server   2/2     2            2           5h33m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-39.txt","2026-03-03T13:31:22.1968233-05:00","6","cpu:","model-server   2/2     2            2           5h33m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-40.txt","2026-03-03T13:31:37.6798230-05:00","6","cpu:","model-server   2/2     2            2           5h34m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-41.txt","2026-03-03T13:27:57.4852182-05:00","6","cpu:","model-server   6/6     6            6           5h30m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-42.txt","2026-03-03T13:28:12.8908809-05:00","6","cpu:","model-server   6/6     6            6           5h30m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-43.txt","2026-03-03T13:28:28.3059320-05:00","6","cpu:","model-server   6/6     6            6           5h30m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-44.txt","2026-03-03T13:28:43.6968563-05:00","6","cpu:","model-server   6/6     6            6           5h31m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-45.txt","2026-03-03T13:28:59.1052134-05:00","6","cpu:","model-server   2/2     2            2           5h31m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-46.txt","2026-03-03T13:29:14.4625889-05:00","6","cpu:","model-server   2/2     2            2           5h31m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-47.txt","2026-03-03T13:29:29.8528695-05:00","6","cpu:","model-server   2/2     2            2           5h31m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-48.txt","2026-03-03T13:29:45.2187514-05:00","6","cpu:","model-server   2/2     2            2           5h32m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-49.txt","2026-03-03T13:30:00.6373623-05:00","6","cpu:","model-server   2/2     2            2           5h32m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-50.txt","2026-03-03T13:30:16.1156779-05:00","6","cpu:","model-server   2/2     2            2           5h32m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-51.txt","2026-03-03T13:30:31.5854570-05:00","6","cpu:","model-server   2/2     2            2           5h32m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-52.txt","2026-03-03T13:30:47.2599403-05:00","6","cpu:","model-server   2/2     2            2           5h33m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-53.txt","2026-03-03T13:31:02.7891395-05:00","6","cpu:","model-server   2/2     2            2           5h33m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-54.txt","2026-03-03T13:31:18.2920270-05:00","6","cpu:","model-server   2/2     2            2           5h33m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-55.txt","2026-03-03T13:31:33.7694100-05:00","6","cpu:","model-server   2/2     2            2           5h33m   model-server   fastapi-model-server:0.1.1   app=model-server"
"49-hpa-timeline-56.txt","2026-03-03T13:31:49.2899250-05:00","6","cpu:","model-server   2/2     2            2           5h34m   model-server   fastapi-model-server:0.1.1   app=model-server"
